,CONTROL,TUITFTE,INEXPFTE,AVGFACSAL,OPENADMP,ADM_RATE,SAT_AVG,ACTCMMID,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,C150_4_NOLOANNOPELL,FTFTPCTPELL,DEBT_MDN,C100_4_POOLED,C150_4_POOLED,MEDIAN_HH_INC,POVERTY_RATE,INC_PCT_LO,INC_PCT_M1,INC_PCT_M2,INC_PCT_H1,INC_PCT_H2,PFTFAC,DEP_STAT_PCT_IND,REGION,DEBT_MDN_SUPP,UG25ABV,CDR3,CDR2,MN_EARN_WNE_INC1_P10,MN_EARN_WNE_INC2_P10,MN_EARN_WNE_INC3_P10
2801,2,25289.0,19802.0,5941.0,2.0,0.9848,,,47000.0,34850.0,34850.0,0.2,0.3846,12500.0,0.325,0.4634,62218.66,8.310000419616701,0.4931506849,,,,0.1917808219,0.4667,0.36986301369999997,8,12500,0.3578,,0.096,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
2802,1,12147.0,11234.0,9910.0,2.0,0.8063,1205.0,25.0,25843.0,11166.0,30141.0,0.7249,0.2441,17000.0,0.3502,0.6618,60312.67,7.5,0.36473062990000005,0.1500525885,0.157765572,0.1322893537,0.19516185579999998,0.7709999999999999,0.3461493514,8,17000,0.2167,0.039,0.037000000000000005,54900,56200,58400
2803,1,17072.0,15290.0,10385.0,2.0,0.8337,1199.0,25.0,25126.0,11898.0,35478.0,0.7645,0.2428,15895.0,0.5232,0.7233,62294.9,7.28000020980835,0.3273684211,0.1384210526,0.15649122810000002,0.1196491228,0.2580701754,0.835,0.1421052632,8,15895,0.0685,0.040999999999999995,0.044000000000000004,48000,51000,54000
2804,2,20652.0,17265.0,5867.0,2.0,0.9309,,,51712.0,38250.0,38250.0,0.5455,0.3827,16517.0,0.2631,0.3684,63108.93,7.26999998092651,0.40106951869999996,0.0909090909,0.1604278075,0.1390374332,0.2085561497,0.2745,0.2192513369,8,16517,0.2057,0.057,0.08199999999999999,39500,PrivacySuppressed,PrivacySuppressed
2805,2,24321.0,12185.0,8264.0,2.0,0.8531,1169.0,24.0,57488.0,44298.0,44298.0,0.7101,0.2807,18907.0,0.56,0.6475,64591.02,7.300000190734861,0.24012158050000001,0.1296859169,0.179331307,0.1732522796,0.2776089159,0.6338,0.1631205674,8,18907,0.0858,0.022000000000000002,0.013000000000000001,49100,45700,56500
2812,1,9467.0,9950.0,9650.0,2.0,0.902,1111.0,22.0,21159.0,9105.0,27437.0,0.5273,0.5252,16500.0,0.2115,0.4903,62889.32,7.110000133514401,0.5373309818,0.1501469724,0.1266313933,0.09077013519999999,0.0951205173,0.5546,0.4939447384,8,16500,0.3657,0.067,0.042,47300,54100,54000
2813,2,22941.0,12174.0,8662.0,2.0,0.7533,1232.0,26.0,58463.0,45904.0,45904.0,0.8115,0.1788,20500.0,0.7441,0.8186,67900.72,6.57999992370605,0.1440972222,0.11371527779999999,0.140625,0.171875,0.4296875,0.5484,0.06076388889999999,8,20500,0.0162,0.006,0.011000000000000001,64300,64000,61200
2814,2,33701.0,24198.0,10712.0,2.0,0.3503,1422.0,32.0,69734.0,56340.0,56340.0,0.8256,0.1351,11298.0,0.6633,0.8049,71777.6,7.170000076293941,0.1576086957,0.125,0.1277173913,0.160326087,0.4293478261,0.9771,,8,11298,0.0117,0.004,0.027999999999999997,PrivacySuppressed,PrivacySuppressed,46500
2817,1,6570.0,7572.0,8668.0,2.0,0.7647,1063.0,22.0,15810.0,9615.0,25545.0,0.48700000000000004,0.3348,14499.0,0.2216,0.3892,54749.32,8.69999980926513,0.4563617245,0.1498422713,0.14143007359999998,0.110935857,0.14143007359999998,0.5307,0.35068349109999997,8,14499,0.2236,0.085,0.086,42200,42900,45400
2821,2,16183.0,10395.0,6361.0,2.0,0.9744,,,37406.0,18660.0,18660.0,0.5,0.5735,23000.0,0.2961,0.4199,63798.34,7.050000190734861,0.39831932770000006,0.22521008399999998,0.156302521,0.1075630252,0.11260504199999999,0.4853,0.5798319328,8,23000,0.0875,0.08900000000000001,0.057,38700,43100,52100
2822,2,11424.0,3962.0,6520.0,2.0,0.9091,1123.0,23.0,43905.0,33040.0,33040.0,0.9508,0.3333,18575.0,0.4827,0.5720000000000001,61069.68,7.51000022888183,0.217472119,0.1375464684,0.1840148699,0.21561338289999998,0.24535315989999998,0.3835,0.0892193309,8,18575,0.0597,0.04,0.05,35900,38400,43800
2825,2,23252.0,14880.0,11070.0,2.0,0.8364,,,61279.0,50279.0,50279.0,0.7356,0.2205,19500.0,0.6559,0.7338,68135.42,6.84000015258789,0.20520673809999998,0.1194486983,0.1653905054,0.1531393568,0.3568147014,0.7254,0.0275650842,8,19500,0.0149,0.018000000000000002,0.021,56000,56200,59200
2826,1,7578.0,9107.0,6938.0,2.0,0.8447,,,22326.0,10197.0,26421.0,0.3613,0.4276,15000.0,0.2109,0.4178,59410.15,7.789999961853019,0.38547736439999997,0.1541909458,0.1523980278,0.1376064545,0.1703272075,0.8519,0.2317346481,8,15000,0.1532,0.08,0.06,39400,42900,46900
2827,2,21910.0,7728.0,6502.0,,,,,,,,,,7875.0,,,62894.03,7.44999980926513,0.7727272727,0.1060606061,,,,0.4432,0.9166666667,8,7875,0.8542,0.036000000000000004,0.013000000000000001,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
2829,2,13171.0,11013.0,7275.0,2.0,0.888,1113.0,25.0,30889.0,22860.0,22860.0,0.8095,0.3684,13834.0,0.3729,0.5259,96737.95,3.10999989509582,0.3071895425,0.13725490199999998,0.1960784314,0.1699346405,0.18954248370000001,0.5185,0.07189542480000001,2,13834,0.0665,0.107,0.05,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
2831,2,14336.0,10029.0,6636.0,2.0,0.62,,,57415.0,45306.0,45306.0,0.5224,0.5194,23734.0,0.4392,0.5242,69057.72,6.1399998664855895,0.3038674033,0.18626677190000002,0.1933701657,0.1515390687,0.1649565904,0.6564,0.1949486977,2,23734,0.1638,0.065,0.059000000000000004,41600,52700,53900
2834,2,17759.0,17621.0,7894.0,2.0,0.6361,1249.0,27.0,60783.0,47540.0,47540.0,0.7807,0.3742,25000.0,0.6763,0.7463,64269.0,6.050000190734861,0.23856613100000001,0.1186650185,0.19283065510000003,0.18170580960000002,0.2682323857,1.0,0.033374536499999996,2,25000,0.0122,0.031,0.017,54900,51700,59800
2836,2,16062.0,9302.0,7843.0,2.0,0.7853,1134.0,25.0,50498.0,37400.0,37400.0,0.7404,0.2755,19165.0,0.6223,0.705,69394.59,5.40999984741211,0.2734693878,0.1257142857,0.132244898,0.16,0.3085714286,0.3701,0.3004081633,2,19165,0.2384,0.049,0.018000000000000002,49800,54800,56200
2838,2,17256.0,6778.0,7440.0,2.0,0.6838,1042.0,20.0,46581.0,34900.0,34900.0,0.6222,0.3854,22700.0,0.4282,0.5845,60334.44,8.48999977111816,0.3191140279,0.1386382281,0.1706316653,0.16735028710000002,0.2042657916,1.0,0.36505332240000005,2,22700,0.2883,0.08199999999999999,0.045,40800,47100,51500
2842,2,9032.0,4807.0,4325.0,2.0,0.5071,,,32740.0,23890.0,23890.0,1.0,0.675,13094.0,0.3504,0.6202,62401.75,5.920000076293941,0.35331230280000003,0.2239747634,0.2208201893,0.1041009464,0.09779179810000001,0.9722,0.2523659306,2,13094,0.2087,0.064,0.02,34800,33000,38300
2844,2,17159.0,8603.0,7910.0,2.0,0.6416,1157.0,24.0,57155.0,43580.0,43580.0,0.7614,0.3894,22847.0,0.6338,0.6868,72830.78,5.78000020980835,0.2469927827,0.1251002406,0.1668003208,0.1772253408,0.2838813152,0.3182,0.06896551719999999,2,22847,0.0427,0.038,0.032,44100,45400,50900
2847,1,9003.0,8858.0,9472.0,2.0,0.7678,1073.0,22.0,23444.0,10958.0,22782.0,0.655,0.3535,19500.0,0.3746,0.588,60832.56,6.550000190734861,0.252686888,0.1306424648,0.1590637688,0.1877239073,0.2698829711,0.8218,0.0785765465,2,19500,0.0555,0.07,0.046,43300,46300,51300
2848,2,24505.0,26525.0,10936.0,2.0,0.3408,,,68410.0,52360.0,52360.0,0.856,0.1469,21395.0,0.7755,0.8512,78969.24,6.71000003814697,0.2046511628,0.1302325581,0.1581395349,0.16046511630000002,0.3465116279,0.8462,0.1139534884,2,21395,0.0097,0.03,0.019,63700,73700,52500
2849,2,35034.0,23060.0,11423.0,2.0,0.3304,1353.0,30.0,70125.0,56092.0,56092.0,0.8722,0.1161,23250.0,0.8542,0.894,84046.3,4.769999980926509,0.1625183016,0.0819912152,0.13030746710000002,0.12298682279999999,0.5021961933,0.9640000000000001,0.019033675,2,23250,0.0075,0.021,0.009000000000000001,78800,77100,84400
2854,2,15245.0,9077.0,6897.0,2.0,0.7189,,,44970.0,31920.0,31920.0,0.5889,0.4939,17705.0,0.4767,0.5726,77292.03,5.1399998664855895,0.3438914027,0.1515837104,0.13687782810000002,0.1323529412,0.23529411760000002,0.3333,0.1040723982,2,17705,0.038,0.08199999999999999,0.042,44200,49700,50800
2855,1,9071.0,8176.0,10066.0,2.0,0.9699,1007.0,20.0,25099.0,11108.0,15726.0,0.58,0.4874,18250.0,0.4028,0.5222,51671.91,8.46000003814697,0.3480973175,0.1519026825,0.17404865879999998,0.1678103556,0.15814098570000001,0.6568,0.3116032439,2,18250,0.2368,0.07400000000000001,0.057999999999999996,40600,43700,48200
2856,2,19080.0,8350.0,6838.0,2.0,0.8664,1092.0,22.0,40608.0,29454.0,29454.0,0.6207,0.5145,20600.0,0.4051,0.5527,52873.76,8.48999977111816,0.3826086957,0.1608695652,0.175,0.147826087,0.13369565220000001,1.0,0.3586956522,2,20600,0.2755,0.079,0.046,38600,45100,49500
2857,2,40199.0,32805.0,12165.0,2.0,0.1712,1507.0,34.0,70060.0,55465.0,55465.0,0.8986,0.1474,21500.0,0.7529,0.8884,81652.61,5.90999984741211,0.1962843296,0.0936995153,0.1243941842,0.162358643,0.4232633279,0.9521,,2,21500,0.0165,0.001,0.009000000000000001,112300,103900,99300
2858,2,18240.0,9098.0,7702.0,2.0,0.5719,1065.0,22.0,49741.0,39216.0,39216.0,0.4706,0.4601,21000.0,0.3779,0.4771,66384.94,5.94999980926513,0.3743386243,0.20370370370000002,0.1534391534,0.13227513230000001,0.13624338619999998,0.3909,0.40079365079999996,2,21000,0.3587,0.053,0.068,46500,49100,50000
2859,3,22820.0,8464.0,5356.0,2.0,0.7240000000000001,785.0,,25495.0,18714.0,18714.0,1.0,0.6222,12667.0,0.2987,0.3622,56698.35,8.0,0.5138888889,0.18441358019999998,0.137345679,0.09876543210000001,0.0655864198,0.4505,0.5763888889,2,12667,0.6162,0.12,0.10099999999999999,34300,35800,42300
2860,2,17678.0,10194.0,7801.0,2.0,0.5538,,,50346.0,37611.0,37611.0,0.6207,0.3521,14500.0,0.5061,0.6316,56097.18,8.01000022888183,0.2862190813,0.1360424028,0.17491166079999998,0.1819787986,0.22084805649999997,1.0,0.23144876329999997,2,14500,0.1854,0.036000000000000004,0.018000000000000002,PrivacySuppressed,PrivacySuppressed,48100
2861,2,15722.0,8198.0,6549.0,2.0,0.9603,1026.0,18.0,50541.0,36180.0,36180.0,0.68,0.4078,20835.0,0.4823,0.5752,61319.18,10.7399997711181,0.4488888889,0.1744444444,0.14777777779999998,0.10888888890000001,0.12,1.0,0.43666666670000004,2,20835,0.3534,0.09,0.051,35900,50900,50000
2862,1,3374.0,12750.0,10452.0,2.0,,,,24594.0,10533.0,15799.0,0.1818,0.7172,15000.0,0.0734,0.1931,48189.72,17.229999542236303,0.5564516129,0.2150537634,0.1075268817,0.061827957,0.0591397849,0.6786,0.1801075269,2,15000,0.1065,0.256,0.196,30200,31500,37600
2864,1,8200.0,7914.0,9627.0,2.0,0.941,1041.0,20.0,25132.0,11175.0,16054.0,0.5778,0.4499,19500.0,0.3681,0.5164,50901.08,8.14000034332275,0.31408262989999997,0.1457130164,0.1896934696,0.1919147046,0.1585961795,0.735,0.2074633496,2,19500,0.1995,0.085,0.055,35500,39800,44900
2866,2,3843.0,50390.0,8681.0,2.0,0.0455,,,20993.0,2900.0,2900.0,0.6471,0.0526,19500.0,0.3962,0.7059,70406.0,5.860000133514401,,,,,,0.0278,,2,PrivacySuppressed,0.0153,0.043,0.028999999999999998,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
2869,2,17309.0,8748.0,8377.0,2.0,0.6566,1080.0,23.0,53667.0,39440.0,39440.0,0.5878,0.3956,18233.0,0.4633,0.5435,74767.83,4.98000001907348,0.26102610260000003,0.1350135014,0.14851485150000002,0.17011701170000001,0.2853285329,0.3992,0.11521152119999999,2,18233,0.1064,0.08,0.043,42700,45400,45000
2870,2,27866.0,18739.0,9338.0,2.0,0.4914,,,68979.0,54661.0,54661.0,0.825,0.1172,19000.0,0.8077,0.8364,80466.32,6.039999961853019,0.1285008237,0.0757825371,0.1482701812,0.17627677100000003,0.471169687,0.8219,,2,19000,0.0059,0.019,0.017,PrivacySuppressed,PrivacySuppressed,65200
2873,2,27607.0,17368.0,11064.0,2.0,0.7694,1281.0,28.0,66841.0,53244.0,53244.0,0.7689,0.261,20750.0,0.2623,0.7223,74533.27,6.46999979019165,0.306383792,0.15883027519999998,0.12729357800000002,0.12729357800000002,0.2801987768,0.5443,0.2811544343,2,20750,0.1426,0.031,0.027000000000000003,94200,72800,72700
2874,2,22779.0,12029.0,9376.0,2.0,0.7185,1229.0,27.0,51678.0,38178.0,38178.0,0.8159,0.1964,24247.0,0.6808,0.8014,61274.66,6.44999980926513,0.18663060280000002,0.1054868624,0.1201700155,0.1773570325,0.41035548689999995,0.5098,0.0900309119,2,24247,0.0374,0.027999999999999997,0.015,67800,64900,69900
2875,1,8383.0,6560.0,9533.0,2.0,0.8156,1029.0,22.0,21851.0,11502.0,24184.0,0.5033,0.4547,15000.0,0.3314,0.4892,69357.81,5.289999961853019,0.3375649163,0.1402192729,0.1485862666,0.1604154645,0.21321407960000002,0.725,0.13416041550000002,2,15000,0.0952,0.081,0.032,45900,45900,48300
2876,2,11737.0,7440.0,6342.0,2.0,0.6843,1108.0,21.0,46849.0,32947.0,32947.0,0.6198,0.4155,19125.0,0.5677,0.6212,68457.57,7.650000095367429,0.41847389560000003,0.1493975904,0.1253012048,0.1317269076,0.1751004016,0.3011,0.3951807229,2,19125,0.2644,0.07,0.066,40200,48500,50600
2877,1,8616.0,9310.0,9907.0,2.0,0.8,1050.0,20.0,22092.0,10574.0,14622.0,0.5238,0.4399,18480.0,0.2883,0.4379,52799.06,7.869999885559079,0.3424242424,0.1435606061,0.1765151515,0.1806818182,0.15681818179999998,0.7881,0.1575757576,2,18480,0.1361,0.094,0.07200000000000001,34800,37400,41600
2878,2,20368.0,14411.0,8853.0,2.0,0.7572,1185.0,25.0,57983.0,46940.0,46940.0,0.7709,0.2024,25651.0,0.6841,0.7364,70213.56,4.6100001335144,0.1642857143,0.1163265306,0.1734693878,0.20510204079999997,0.3408163265,0.7283,0.2153061224,2,25651,0.009000000000000001,0.035,0.024,51500,55400,55400
2892,2,5566.0,1487.0,3800.0,2.0,0.5,,,24970.0,6760.0,6760.0,,0.6667,,,,,,0.52,,,,,,,2,PrivacySuppressed,0.8485,0.052000000000000005,,,,
2894,2,30199.0,22133.0,9984.0,2.0,0.3532,,,70332.0,56550.0,56550.0,0.8029,0.2093,19000.0,0.7928,0.8431,85312.46,5.26000022888183,0.2113821138,0.1024390244,0.1430894309,0.15121951220000002,0.3918699187,0.8961,,2,19000,0.0031,0.009000000000000001,0.019,PrivacySuppressed,PrivacySuppressed,72000
2895,2,17123.0,9201.0,7872.0,2.0,0.8085,1129.0,23.0,43322.0,32136.0,32136.0,0.779,0.3752,25000.0,0.5264,0.6772,54310.26,7.670000076293941,0.23083623690000002,0.11236933800000001,0.1716027875,0.20383275260000003,0.281358885,0.5707,0.0714285714,2,25000,0.0608,0.04,0.052000000000000005,46700,51200,62300
2896,2,12990.0,7393.0,6827.0,2.0,0.6332,1133.0,24.0,37018.0,27230.0,27230.0,0.7103,0.3588,19500.0,0.5929,0.6605,55668.91,7.900000095367429,0.2261580381,0.1525885559,0.1975476839,0.22070844690000002,0.2029972752,1.0,0.21798365120000002,2,19500,0.1327,0.046,0.049,34800,42600,48000
2897,2,29804.0,17397.0,9641.0,2.0,0.4541,,,66710.0,54480.0,54480.0,0.7898,0.1417,21795.0,0.79,0.8253,84885.01,4.550000190734861,0.1282722513,0.0732984293,0.1138743455,0.1753926702,0.5091623036999999,0.7395,,2,21795,0.0025,0.012,0.016,54700,65000,68000
2899,2,8537.0,3816.0,5333.0,,,,,,,,,,,,,,,,,,,,0.1818,,2,PrivacySuppressed,0.061,0.037000000000000005,0.0,,,
2900,2,17121.0,13161.0,,2.0,0.7905,1215.0,27.0,,17930.0,17930.0,0.8179,0.0,,0.7436,0.8244,,,,,,,,,,2,,0.0008,,,,,
2901,2,18197.0,11479.0,6791.0,2.0,0.92,1031.0,21.0,46538.0,33600.0,33600.0,0.6136,0.4264,20387.0,0.4278,0.5128,72929.99,5.940000057220451,0.35593220340000004,0.181598063,0.1299435028,0.13559322029999998,0.1969330105,0.1915,0.4293785311,2,20387,0.38299999999999995,0.046,0.06,49600,55500,58900
2904,2,29650.0,24730.0,10158.0,2.0,0.1879,1461.0,33.0,71614.0,54838.0,54838.0,0.9444,0.1404,10899.0,0.8752,0.9259999999999999,79754.75,7.110000133514401,0.21722846440000002,0.1535580524,0.1610486891,0.1310861423,0.3370786517,0.892,,2,10899,,0.009000000000000001,0.025,PrivacySuppressed,PrivacySuppressed,76000
2906,2,15958.0,8467.0,6999.0,2.0,0.7198,1017.0,20.0,36078.0,30346.0,30346.0,0.7609,0.4551,20000.0,0.4499,0.5755,61868.46,8.5,0.3403669725,0.16697247710000002,0.1293577982,0.1614678899,0.20183486239999998,0.1954,0.2752293578,2,20000,0.2355,0.057,0.035,51000,55500,55500
2907,3,20287.0,3616.0,,2.0,0.5,,,29995.0,21990.0,21990.0,0.5,0.8824,7753.0,,0.4898,71477.63,5.76000022888183,0.3129770992,0.1374045802,0.1374045802,0.12213740460000001,0.2900763359,,0.0763358779,2,7753,0.1346,0.25,0.027999999999999997,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
2908,2,16308.0,7651.0,4945.0,2.0,0.8076,1129.0,25.0,44472.0,27350.0,27350.0,0.7671,0.3147,21724.0,0.5471,0.6537,74355.43,5.8899998664855895,0.2510822511,0.14285714289999998,0.13275613279999998,0.1847041847,0.2886002886,1.0,0.37229437229999995,2,21724,0.392,0.052000000000000005,0.046,42100,58800,58100
2909,1,9792.0,9417.0,9883.0,2.0,0.93,1019.0,20.0,26734.0,12979.0,18730.0,0.6283,0.4472,20500.0,0.3918,0.5615,54158.04,7.800000190734861,0.2918115102,0.141560448,0.16492854380000002,0.1693704133,0.2323290846,0.6552,0.07280803400000001,2,20500,0.0712,0.073,0.059000000000000004,41000,42100,47300
2914,2,17817.0,13226.0,8091.0,2.0,0.7017,,,57797.0,45597.0,45597.0,0.8214,0.2786,26803.0,0.7686,0.8131,62290.9,6.19999980926513,0.18430034129999998,0.11945392490000001,0.1348122867,0.2201365188,0.34129692829999997,0.7439,0.0273037543,2,26803,0.0155,0.042,0.01,61800,55200,56200
2915,2,13668.0,8404.0,6219.0,2.0,0.706,,,39511.0,26720.0,26720.0,0.3881,0.6109,18487.0,0.3253,0.4243,51740.58,7.849999904632571,0.38300653590000006,0.1424836601,0.1751633987,0.1673202614,0.1320261438,0.2819,0.18169934640000002,2,18487,0.3036,0.13699999999999998,0.079,35800,35900,38700
2916,2,18400.0,10019.0,8052.0,2.0,0.7759,,,49355.0,37226.0,37226.0,0.7227,0.2596,20500.0,0.5932,0.6488,60791.46,6.53000020980835,0.2163461538,0.11538461539999999,0.1413461538,0.19038461539999998,0.3365384615,0.6281,0.0557692308,2,20500,0.0637,0.05,0.038,52700,54500,60700
2918,1,8513.0,9196.0,9399.0,2.0,0.831,1058.0,21.0,27031.0,10802.0,22626.0,0.595,0.361,19125.0,0.3694,0.5383,67783.54,5.90999984741211,0.2504878049,0.1363414634,0.15853658539999999,0.1897560976,0.2648780488,0.8814,0.0912195122,2,19125,0.06,0.069,0.047,40200,42200,46200
2919,2,15301.0,6698.0,7188.0,2.0,0.9939,1008.0,19.0,40984.0,28564.0,28564.0,0.4127,0.3761,19000.0,0.3705,0.5256,61014.96,6.550000190734861,0.3222390318,0.139183056,0.1754916793,0.1875945537,0.1754916793,0.3405,0.21331316190000002,2,19000,0.2104,0.046,0.049,36500,43600,45900
2920,2,14379.0,8283.0,9587.0,2.0,0.8118,,,41961.0,30710.0,30710.0,0.6303,0.4525,19500.0,0.6162,0.6699,67401.72,9.22000026702881,0.3852596315,0.1407035176,0.1351200447,0.1328866555,0.20603015079999998,0.4258,0.19486320489999998,2,19500,0.1324,0.046,0.025,52300,60700,64600
2922,2,31923.0,22819.0,12104.0,2.0,0.2939,1351.0,30.0,68640.0,53630.0,53630.0,0.8519,0.1235,19500.0,0.8443,0.8838,85923.51,5.1999998092651305,0.1652360515,0.0772532189,0.1158798283,0.1223175966,0.5193133047,0.8318,,2,19500,0.0039,0.01,0.009000000000000001,77800,74000,83000
2923,2,12902.0,7247.0,5790.0,2.0,0.6357,1106.0,23.0,33519.0,25270.0,25270.0,0.7308,0.3831,13741.0,0.45,0.5882,64787.49,5.3499999046325595,0.3341121495,0.17873831780000002,0.191588785,0.160046729,0.1355140187,0.3123,0.4322429907,2,13741,0.2087,0.091,0.027000000000000003,PrivacySuppressed,37400,PrivacySuppressed
2928,2,17489.0,11223.0,7638.0,2.0,0.7821,1180.0,25.0,56287.0,43650.0,43650.0,0.8279,0.2768,23460.0,0.6874,0.731,66307.38,4.75,0.1808383234,0.0814371257,0.1508982036,0.245508982,0.3413173653,0.4885,0.0359281437,2,23460,0.0268,0.017,0.013999999999999999,42400,45600,51200
2931,2,29693.0,23519.0,13517.0,2.0,0.2233,1380.0,31.0,65652.0,52930.0,52930.0,0.8881,0.1605,21000.0,0.7445,0.8661,88627.42,4.03999996185302,0.1844197138,0.0985691574,0.1430842607,0.1478537361,0.426073132,0.8270000000000001,0.0771065183,2,21000,0.0045,0.013999999999999999,0.009000000000000001,94900,87800,96100
2935,1,6113.0,9553.0,8820.0,2.0,0.4927,944.0,18.0,25170.0,11036.0,16952.0,0.5733,0.6561,19500.0,0.2939,0.4694,51404.66,16.4500007629394,0.4737666406,0.19107282690000002,0.1511354738,0.1057165231,0.07830853559999999,1.0,0.1417384495,2,19500,0.1009,0.115,0.174,33300,37600,39000
2936,1,8282.0,9649.0,10227.0,2.0,0.9434,1020.0,22.0,24373.0,10878.0,20702.0,0.5839,0.4757,19500.0,0.3591,0.5443,55815.84,7.300000190734861,0.266437684,0.14573110890000002,0.1805691855,0.20461236510000003,0.2026496565,0.895,0.10107948970000001,2,19500,0.0927,0.079,0.054000000000000006,40800,41400,46500
2940,2,10560.0,11826.0,7681.0,2.0,0.6559999999999999,1104.0,22.0,53138.0,40315.0,40315.0,0.6579,0.4539,25938.0,0.5726,0.6729999999999999,64312.9,5.84000015258789,0.2585669782,0.1277258567,0.1853582555,0.1635514019,0.2647975078,0.7851,0.0482866044,2,25938,0.0189,0.055,0.053,44200,47100,52200
2942,1,7601.0,11318.0,9904.0,2.0,0.9235,1042.0,20.0,27222.0,12330.0,22030.0,0.44799999999999995,0.5186,20000.0,0.3786,0.4821,51271.33,8.689999580383299,0.3235815603,0.1382978723,0.17109929079999997,0.19148936170000003,0.17553191489999997,0.4476,0.1427304965,2,20000,0.1106,0.085,0.079,37500,41200,44400
2943,2,16780.0,9724.0,7629.0,2.0,0.7636,1107.0,24.0,47336.0,34910.0,34910.0,0.6767,0.3161,24500.0,0.5121,0.6758,58125.99,6.869999885559079,0.2556561086,0.12895927599999998,0.1504524887,0.1843891403,0.2805429864,0.3899,0.1595022624,2,24500,0.1023,0.038,0.045,43200,41900,44200
2946,2,14672.0,7971.0,7548.0,2.0,0.5981,,,49928.0,37170.0,37170.0,0.7854,0.2959,17076.0,0.621,0.6884,58804.74,6.92999982833862,0.34572697,0.1270810211,0.1476137625,0.1470588235,0.2325194229,0.6514,0.23029966699999999,2,17076,0.0542,0.087,0.106,38000,43700,47700
2947,2,17305.0,11562.0,8613.0,2.0,0.7889,1207.0,26.0,47337.0,35160.0,35160.0,0.8114,0.2436,21250.0,0.7509,0.7916,71914.01,4.63000011444091,0.129476584,0.085399449,0.18549127640000002,0.23140495870000002,0.36822773189999997,0.5447,0.0348943985,2,21250,0.0181,0.016,0.019,51500,44800,53000
2949,1,9808.0,8543.0,10005.0,2.0,0.7796,1085.0,,26637.0,12226.0,22196.0,0.664,0.348,17150.0,0.3634,0.6088,65479.69,5.94999980926513,0.2509505703,0.1199181047,0.1719801111,0.197426148,0.2597250658,0.6429,0.15560105289999998,2,17150,0.1148,0.069,0.038,42500,45100,47800
2950,2,16709.0,9389.0,7481.0,2.0,0.8263,1133.0,25.0,45405.0,33240.0,33240.0,0.75,0.2299,23250.0,0.6735,0.7213,56588.57,6.8899998664855895,0.2331174838,0.1211840888,0.1674375578,0.1600370028,0.3182238668,1.0,0.216466235,2,23250,0.1971,0.040999999999999995,0.044000000000000004,46900,56700,56100
2952,2,27793.0,13834.0,6390.0,2.0,0.5195,1194.0,27.0,57187.0,41424.0,41424.0,0.3478,0.5568,21990.0,0.5482,0.5787,70661.87,6.84000015258789,0.331838565,0.13452914800000002,0.13452914800000002,0.1434977578,0.25560538120000004,0.1774,0.12107623320000001,2,21990,0.0777,0.09300000000000001,0.069,33700,40100,35600
2953,2,18729.0,13199.0,8017.0,2.0,0.7282,1129.0,23.0,55776.0,43636.0,43636.0,0.7614,0.3312,21500.0,0.6141,0.6542,76394.18,4.44000005722045,0.2200374532,0.1189138577,0.16853932579999997,0.20318352059999997,0.2893258427,1.0,0.0926966292,2,21500,0.096,0.035,0.028999999999999998,54100,53700,55800
2954,2,13948.0,7160.0,6787.0,2.0,0.9163,1031.0,20.0,35293.0,23110.0,23110.0,0.6136,0.4176,18500.0,0.2681,0.4414,45385.58,8.75,0.34422110549999996,0.1469849246,0.175879397,0.1984924623,0.1344221106,0.37200000000000005,0.21984924620000001,2,18500,0.1594,0.071,0.055,38200,46400,45700
2955,2,24266.0,16931.0,8995.0,2.0,0.6179,1281.0,28.0,65122.0,52595.0,52595.0,0.8039,0.1578,23250.0,0.8069,0.8420000000000001,89504.61,4.25,0.1407103825,0.0806010929,0.1352459016,0.1461748634,0.4972677596,0.5664,0.11065573769999999,2,23250,0.0566,0.015,0.02,PrivacySuppressed,PrivacySuppressed,67000
2956,2,19698.0,6804.0,6971.0,2.0,0.6902,1000.0,19.0,44057.0,31400.0,31400.0,0.6087,0.4917,24176.0,0.3508,0.5174,69149.16,7.23000001907348,0.3022624434,0.1665158371,0.1674208145,0.1438914027,0.2199095023,0.4025,0.2660633484,2,24176,0.2221,0.098,0.059000000000000004,40700,48100,49300
